hospital_id,hospital_name,hospital_add,hospital_code,hospital_phone,hospital_country
4692,"MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET",85008,9287793366,MARICOPA
4702,"LONGMONT UNITED HOSPITAL","1950 MOUNTAIN VIEW AVENUE",80501,3034254500,BOULDER
4720,"SAN LUIS VALLEY HEALTH","106 BLANCA AVE",81101,7195574000,ALAMOSA
4724,"Apollo Hospitals Enterprise Ltd","Dmrl Cross Road, Santhosh Nagar,Kanchanbag, Hyderabad -500058",500058,5785271924,INDIA
4727,"Amaravathi Institute Of Medical Sciences Pvt Ltd","Old Club Road, Kothapeta.Oldclub Road Guntur",522001,5874839700,INDIA
4728,"Aggarwal Eye Hospital","No.102/5,Ketayan Mansion,Shahaji Raje Marg,Koldongri,Andheri(E),Sahaje Raje Marg, Koldongri,",400069,9686417680,INDIA
4729,"COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE",85501,9286699201,GILA
4732,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET",35631,2567688400,LAUDERDALE
4737,"Akar Hospital","Ramkrishna Nagar Main Road, Virani School Chowk.",360002,2529800765,INDIA
4747,"NATIONAL JEWISH HEALTH","1400 JACKSON ST",80206,3036894000,DENVER
4753,"YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A",85364,6023315862,YUMA
4761,"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD",35768,2562594444,JACKSON
4762,"LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD",85344,6029331000,"LA PAZ"
4764,"Anand Multispeciality Hospital","Shubh Complex, Shahibuy, Near Rajsthan Hosptial.",380004,8878535641,INDIA
4770,"Aakar Hospital","Virani School Chowk,Opp Punjab Bank,Ramkrishna Nagar Main Road,",360002,1543029584,INDIA
4776,"ARKANSAS VALLEY REGIONAL MEDICAL CENTER","1100 CARSON AVENUE",81050,9702566201,OTERO
4783,"CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","1008 MINNEQUA AVE",81004,7192852000,PUEBLO
4785,"Al Salama Eye Hospital","Arayidathu Palam Jn By Pass Road Kozhikode",673004,1896625642,INDIA
4790,"Anupama Surgical & Children Hospital","47-9-21, Dwarakanagar, Visakha Patnam",530016,3179283422,INDIA
4794,"Altius Healthcare Pvt Ltd","A-6, Pushpanjali Enclave,Pitampurapithampura New Delhi",110034,3729496108,INDIA
4810,"NEA BAPTIST MEMORIAL HOSPITAL","4800 EAST JOHNSON AVENUE",72401,5016241281,CRAIGHEAD
4837,"ST HELENA HOSPITAL","10 WOODLAND ROAD",94574,9164534453,NAPA
4863,"CALIFORNIA HOSPITAL MEDICAL CENTER LA","1401 SOUTH GRAND AVENUE",90015,4089472500,"LOS ANGELES"
4866,"HUNTSVILLE HOSPITAL","101 SIVLEY RD",35801,2562651000,MADISON
4871,"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","601 DUBOCE AVE",94117,7079633611,"SAN FRANCISCO"
4874,"KAISER FOUNDATION HOSPITAL - SAN DIEGO","4647 ZION AVE",92120,9257797200,"SAN DIEGO"
4875,"HEMET VALLEY MEDICAL CENTER","1117 EAST DEVONSHIRE",92543,8056827111,RIVERSIDE
4887,"Ananthapuri Hospital & Research Institute","Tc 31/1424, Nh By Pass Road,Chacka ,Thirvvananthapuram,Kerala",695024,1203613704,INDIA
4889,"Ankura Children'S Hospital ( A Unit Of Ankura Medical & Research Centre Pvt Ltd )","Near Geethejali School, 7Th Phase, Kphb Kukatpalli, Hyderabad",500072,4847622327,INDIA
4910,"A.R.Hospital Pvt Ltd","609, K.K.Nagar, Madurai-625020",625020,3254465835,INDIA
4916,"Apple Hospital","#32 Maruthi Complex M S Nagar Bus Stop Banaswadi Main Road Bangalore",560033,9574428539,INDIA
4952,"FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD",72335,4797515711,"SAINT FRANCIS"
4960,"A.V. Hospitals","# 172, Solaiappan Street, Tondirepet (North Chennai) Near Maharani Theatre",600021,2276865208,INDIA
4964,"PARADISE VALLEY HOSPITAL","2400 EAST 4TH ST",91950,6194650711,"SAN DIEGO"
4982,"COLORADO RIVER MEDICAL CENTER","1401 BAILEY AVE",92363,5302582121,"SAN BERNARDINO"
4992,"LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET",35650,2569742200,LAWRENCE
5006,"KAISER FOUNDATION HOSPITAL - WEST LA","6041 CADILLAC AVE",90034,7149667200,"LOS ANGELES"
5009,"PROVIDENCE SAINT JOSEPH MEDICAL CTR","501 SOUTH BUENA VISTA",91505,8184098202,"LOS ANGELES"
5020,"Ajani Hospital","Sidharaj Jaysingh Marg, Sidhpur",384151,2338041660,INDIA
5021,"Apollo Hospitals","#9-1-87/1 Next To Keys High School St. Johns Road",500003,8944888061,INDIA
5042,"JOHN F KENNEDY MEMORIAL HOSPITAL","47111 MONROE STREET",92201,9496422734,RIVERSIDE
5046,"EL CAMINO HOSPITAL","2500 GRANT ROAD",94040,6613262000,"SANTA CLARA"
5066,"LAGUNA HONDA HOSPITAL & REHABILITATION CENTER","375 LAGUNA HONDA BLVD",94116,7143787406,"SAN FRANCISCO"
5073,"Anand Maternity & Nursing Home","Saregram Complex, New Link Rd,Dahison (E), Mumbai-400068.",400068,9687858158,INDIA
5083,"CHI ST VINCENT MORRILTON","#4 HOSPITAL DRIVE",72110,8702263731,CONWAY
5098,"Apex Institute Of Medical Sciences.","1219, Survey Park, Santoshpur, Kolkata-700075. Hi-Land Park, Big Bazar",700075,4922709779,INDIA
5115,"ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD",99508,9075436300,ANCHORAGE
5130,"GOLETA VALLEY COTTAGE HOSPITAL","351 S PATTERSON AVE",93111,7076465000,"SANTA BARBARA"
5141,"KAISER FOUNDATION HOSPITAL - ANTIOCH","4501 SAND CREEK ROAD",94531,5302445454,"CONTRA COSTA"
5143,"Amma Children'S Hospital","No.137-7-109/D, Old Club Road, Gunturvari Thota, Guntur-522001",522001,2480695420,INDIA
5146,"A.P.Varkey Mission Hospital","Arakunnam P.O. Thottapady.",682313,4805663715,INDIA
5153,"COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY",93940,4153536000,MONTEREY
5161,"Acura Health Care Pvt Ltd","#435,18Th Main,Koramangala 6Th Block(Near Ndoor Stadium)",560095,4601338212,INDIA
5163,"Andhra Hospitals","C.V.R Complex, Prakasamroad, Vijayawada",520002,1823678329,INDIA
5166,"KAISER FOUNDATION HOSPITAL - BALDWIN PARK","1011 BALDWIN PARK BLVD",91706,5624940600,"LOS ANGELES"
5179,"SADDLEBACK MEMORIAL MEDICAL CENTER","24451 HEALTH CENTER DRIVE",92653,7142794000,ORANGE
5200,"Abinand Hospital","237-F/7, Pollachi Main Road,Sundarapuram, Coimbatore",641024,7798350843,INDIA
5203,"Arunodaya Health Care","Lichubagan, Po-Garalgacha,P.S-Dankuni.",712708,3168040535,INDIA
5208,"Annapurna Multi Speciality Hospital","Sri Krishnadevaraya Marga-Gangavathi, Koppal Dist, Karnataka-583227, Near Bus Stand",583227,5817153942,INDIA
5211,"SAINT VINCENT MEDICAL CENTER","2131 W 3RD ST",90057,4154442000,"LOS ANGELES"
5256,"A.C. Hospital","201,2Nd Agraharam",636001,6789909327,INDIA
5261,"RADY CHILDREN'S HOSPITAL - SAN DIEGO","3020 CHILDRENS WAY",92123,7142892400,"SAN DIEGO"
5269,"BARSTOW COMMUNITY HOSPITAL","820 E MOUNTAIN VIEW STREET",92311,5102044444,"SAN BERNARDINO"
5280,"PROVIDENCE KODIAK ISLAND MEDICAL CTR","1915 EAST REZANOF DRIVE",99615,9074433311,"KODIAK ISLAND"
5286,"ST JOSEPH HOSPITAL","1100 WEST STEWART DR",92868,9252954000,ORANGE
5287,"HALE COUNTY HOSPITAL","508 GREEN STREET",36744,3346243024,HALE
5300,"Akshaya Nursing Home","3Dr Cross Gowripet, Kolar",563101,7494704631,INDIA
5302,"YAMPA VALLEY MEDICAL CENTER","1024 CENTRAL PARK DR",80487,9708747681,ROUTT
5310,"ARKANSAS SURGICAL HOSPITAL","5201 NORTH SHORE DRIVE",72118,8707223800,PULASKI
5314,"MEDICAL CENTER BARBOUR","820 W WASHINGTON ST",36027,3346887271,BARBOUR
5323,"Aayush Eye Clinic","201, Coral Classic,20Th Road.",400071,4572031421,INDIA
5325,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE",90027,6507423200,"LOS ANGELES"
5330,"KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY",95051,5107521000,"SANTA CLARA"
5345,"RIDGECREST REGIONAL HOSPITAL","1081 NORTH CHINA LAKE BLVD",93555,5104283000,KERN
5346,"STERLING REGIONAL MEDCENTER","615 FAIRHURST ST",80751,7206270000,LOGAN
5351,"Abhijit Hospital","Divya Trusha Mamlatdar Wadiroad Malad (West)",400064,7603956629,INDIA
5355,"GOOD SAMARITAN HOSPITAL","2425 SAMARITAN DRIVE",95124,5269045000,"SANTA CLARA"
5358,"GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S",36451,2512753191,CLARKE
5367,"Ashish Hospital","1309, Napier Town,Home Science College Road.",482001,1116351783,INDIA
5396,"LOS ALAMITOS MEDICAL CENTER","3751 KATELLA AVENUE",90720,2138572201,ORANGE
5402,"HUNTINGTON BEACH HOSPITAL","17772 BEACH BLVD",92647,5307566440,ORANGE
5403,"Ashirwad Nursing Home & Research Centre","Hospital Raod",768001,3189209813,INDIA
5425,"Ashok Hosptial","10-A, 1St Cross, Old Banfalore Road, Hosur,",635109,6573591838,INDIA
5428,"Archana Hospital","Airport Circlr, Sanganer",302011,7335916773,INDIA
5429,"Alexander Eye Centre","34/629A,A1,B,",682024,6993622522,INDIA
5433,"Annapurna Hospital","Mina Bazar,Kapadvanj City,",387620,2402859438,INDIA
5448,"VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE",81601,3036731000,GARFIELD
5450,"Anand Hospital","Sector-26,Plot 113, Hutatma Chowk Pradhikaran, Nigdi Pune-411044",411044,4568810719,INDIA
5451,"RIVER VALLEY MEDICAL CENTER","200 NORTH THIRD STREET",72834,4792537400,YELL
5452,"CENTURA HEALTH-ST ANTHONY HOSPITAL","11600 WEST 2ND PLACE",80228,9702981950,JEFFERSON
5455,"BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD",85202,9283484000,MARICOPA
5456,"PIH HOSPITAL - DOWNEY","11500 BROOKSHIRE AVENUE",90241,5599356400,"LOS ANGELES"
5464,"FLOWERS HOSPITAL","4370 WEST MAIN STREET",36305,3347935000,HOUSTON
5473,"Adithya Speciality Hospital","277, G.S.T Main Road, Near Harveypatty Bus Stop, Thirunagar, Madurai - 625006",625006,1531765387,INDIA
5477,"Apollo Hospital- Basheerbagh","Skylane Theatre Lane, Basheerbagh, Hyderabad-500016Basheerbagh",500016,8138069251,INDIA
5478,"Agrawal Hospital","5Th Lane,First Floor,Kilachand Centre,Station Road",384265,9096247210,INDIA
5479,"Apollo Hospitals Bilaspur","Seepat Road,Bilaspur(C.G)",495006,1558159175,INDIA
5497,"STANISLAUS SURGICAL HOSPITAL","1421 OAKDALE ROAD",95355,6265709000,STANISLAUS
5499,"HUHU KAM MEMORIAL HOSPITAL","483 WEST SEED FARM ROAD",85147,9282894691,PINAL
5505,"Anuradha Hospital & Trauma Centre","D-635 60 Fit Road,Ballabhgarh",121004,9057600641,INDIA
5515,"Aggarwal Medical Centre","Jiwan Nagar, Gaunchi, Sector-55. Haryana , Faridabad",121004,6927371105,INDIA
5519,"OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE",71701,4794414000,OUACHITA
5523,"Apoorva Health Services Pvt Ltd","50-17-62, Rajendranagar, Visakhapatnam-530016",530016,2195394179,INDIA
5531,"Aalok Ortho Care","#8, Vidhyavihar Colony, Opp Hotel Fortune Lankmark, Usmanpura, Ahmedabad, Gujarat",380014,4554743943,INDIA
5543,"Ahmed Hospital","Sector-15,Part-2.",122001,6802489443,INDIA
5545,"Aashirwad Hospital","Om Shraddha Tower, Above Tdcc Bank Pune Link Road, Tisgaon, Kalyan Est, Thane.",421306,9869288076,INDIA
5559,"Apex Kidney Care Pvt Ltd","Abhishek Commericial Complex, 3Rd Floor S.V. Road, Malad, Near Aditi Hotel, Mumbai, Maharashtra.",400064,1651167450,INDIA
5568,"NORTHERN INYO HOSPITAL","150 PIONEER LANE",93514,5305876011,INYO
5574,"LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR","7601 EAST IMPERIAL HIGHWAY",90242,2095722700,"LOS ANGELES"
5580,"Anand Multispeciality Hospital","N.H.8,Hirawati",382350,6719886041,INDIA
5588,"HOWARD MEMORIAL HOSPITAL","130 MEDICAL CIRCLE",71852,5017457000,HOWARD
5590,"Arunodaya Deseret Eye Hospital","# Nh 4, Sector-55, Gurgaon, Haryana",122003,2266308146,INDIA
5593,"SCRIPPS MERCY HOSPITAL","4077 5TH AVE",92103,2099432000,"SAN DIEGO"
5596,"HUNTINGTON MEMORIAL HOSPITAL","100 W  CALIFORNIA BLVD",91109,4153532733,"LOS ANGELES"
5597,"Anand Hospitals","#97/54,Jg Nagar,2Nd Street,60 Feet Road,",641602,6441487974,INDIA
5607,"ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE",94609,9518451121,ALAMEDA
5620,"SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE",95128,8183641555,"SANTA CLARA"
5631,"Ashirwad Orthopaedic And Surgical Nursing Home","Jambli Galli, Opp. Jain Temple, Borivali(W)",400092,7041024125,INDIA
5635,"Agadi Hospital & Research Centre","35, H Siddhaiah Road, Wilson Garden, Bangalore-560027Wilson Garden",560017,3116034489,INDIA
5639,"HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD",85621,9283334368,"SANTA CRUZ"
5643,"Asg Eye Hospital Ltd-Jodhpur","A-322, Shastri Nagar, Jodhpur, Rajasthan",342003,2359889773,INDIA
5646,"NORTH SUBURBAN MEDICAL CENTER","9191 GRANT ST",80229,9704762451,ADAMS
5647,"GREENE COUNTY HOSPITAL","509 WILSON AVENUE",35462,2053723388,GREENE
5653,"Arunn Surgery","Dr.Nanjappa Road,",641018,1296435436,INDIA
5670,"VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST",91406,9098838711,"LOS ANGELES"
5690,"BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST",93301,5303327300,KERN
5699,"Arora Hospital(P) Ltd","# 42, Krishnanagar,Bharatpur,",321001,4459149140,INDIA
5702,"ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD",85395,4806039000,MARICOPA
5727,"SIERRA VISTA REGIONAL MEDICAL CENTER","1010 MURRAY ST",93405,6195285000,"SAN LUIS OBISPO"
5732,"LUTHERAN MEDICAL CENTER","8300 W 38TH AVE",80033,9702474311,JEFFERSON
5733,"MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP",99645,9077968900,"MATANUSKA SUSITNA"
5744,"Ark Nursing Home","29-A, 4Th Cross,Co Operative Colony Near Employment Officeco-Ops Colony",635001,5818163039,INDIA
5747,"BRADLEY COUNTY MEDICAL CENTER","404 SOUTH BRADLEY STREET",71671,8704233355,BRADLEY
5748,"MADERA COMMUNITY HOSPITAL","1250 E ALMOND AVE",93637,5628600401,MADERA
5751,"SIERRA NEVADA MEMORIAL HOSPITAL","155 GLASSON WAY",95945,8189955000,NEVADA
5752,"Arun Hospital (Pollachi)","49/84, New Scheme Roadpollachi Coimbatore",642002,5777830255,INDIA
5754,"Ashirwad Hospital","2Nd Floor,Punit Yash Arcade,Near Kothurd Bus Stand,Karve Road",411038,2493101843,INDIA
5776,"SCRIPPS GREEN HOSPITAL","10666 NORTH TORREY PINES ROAD",92037,6263975000,"SAN DIEGO"
5784,"Arora Hospital","G T Roa Chheharta Amritsar-143005",143005,1077748165,INDIA
5790,"Anuradha Nursing Home","1St Cross, Raghavendra Extension, Thirthahalli.",577432,3491402936,INDIA
5803,"Anjali Hospital","#568-Dr.Ambedkar Chowk Opp Delux Cinema Pimpri",411017,2698680275,INDIA
5816,"DE QUEEN MEDICAL CENTER, INC","1306 WEST COLLIN RAYE DRIVE",71832,8702452622,SEVIER
5818,"Arul Hospital","#6A,T.V.K.Nagar,Puthur",620017,9305185446,INDIA
5830,"Aadithya Adhikari Hospital","#417, Contour Road,3Rd Stage Gokulaum, Mysore-570002",570002,5855082950,INDIA
5833,"KAISER FOUNDATION HOSPITAL-MORENO VALLEY","27300 IRIS AVENUE",92555,9497275000,RIVERSIDE
5864,"Adiva Hospital Pvt. Ltd.","C- 1/C Green Park Ext",110017,2012887964,INDIA
5868,"Anasuya Institute Of Medical Sciences","16/2/142,Hotel Venkataramana Lane,Pogathota",524001,3805372649,INDIA
5885,"Akshar Surgical Hospital","2Nd Floor, Vidita Avenue, Near Jayhind,Char Rasta, Maninagar.",380008,6446087144,INDIA
5894,"SUTTER TRACY COMMUNITY HOSPITAL","1420 N TRACY BLVD",95376,8586264123,"SAN JOAQUIN"
5899,"Annamalai Hospital","# 27, Govindan Raod, West Mambalam, Near Srinivasa Theatre",600033,4473692024,INDIA
5904,"Agrawal Hospital (A Unit Of Agrawal Institute Of Medical Sciences Pvt","Near Rajkumar College, G.E. Road.",492001,7369962970,INDIA
5913,"ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","11650 W 2ND PLACE",80228,1295082672,JEFFERSON
5927,"Anamaya Nursing Home","Sn48/1B/5-Gokulnagar,Katraj Kondhwa Road,Kondhawa Budruk",411048,2811208419,INDIA
5929,"METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR",91006,7603236511,"LOS ANGELES"
5930,"CORE INSTITUTE SPECIALTY HOSPITAL, THE","6501 NORTH 19TH AVENUE",85015,5208742000,MARICOPA
5933,"BIBB MEDICAL CENTER","208 PIERSON AVE",35042,2059264881,BIBB
5936,"SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT",91911,7147741450,"SAN DIEGO"
5937,"MERCY MEDICAL CENTER","333 MERCY AVENUE",95340,4156681000,MERCED
5942,"Arpan Hospital And Research Center","15/2, Imli Bazar Near Rajnadaindore ( M.P )",452004,7062677057,INDIA
5946,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","12601 GARDEN GROVE BLVD",92843,6194356251,ORANGE
5955,"GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE",35903,2564944000,ETOWAH
5962,"Anupam Jyoti Medical Centre","C-38A, Rajat Vihar, Sector-62.",201301,1372209695,INDIA
5963,"SHERMAN OAKS HOSPITAL","4929 VAN NUYS BLVD",91403,9258136500,"LOS ANGELES"
5967,"RED BAY HOSPITAL","211 HOSPITAL ROAD",35582,2054599100,FRANKLIN
5982,"Apex Citi Hospital (A Unit Of Siddhartha Healthcare Pvt Ltd.)","D-440, West Vinod Nagar, Hanuman Road, I.P. Extension, Delhi-110092, Near Punjab National Bank",110092,9486520531,INDIA
5996,"Aakash Eye Hospital","A 19-20,Suraksha Society,Near B.Ed.College,Visnagar,Shivmarket",384315,5209985479,INDIA
6000,"DALLAS COUNTY MEDICAL CENTER","201 CLIFTON STREET",71742,8705844111,DALLAS
6013,"UCSF MEDICAL CENTER","505 PARNASSUS AVE, BOX 0296",94143,2095781211,"SAN FRANCISCO"
6020,"JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE",36545,2512469021,CLARKE
6021,"SONOMA DEVELOPMENTAL CENTER","15000 ARNOLD DRIVE   /  P O BOX 1493",95431,5627993220,SONOMA
6031,"Amrut Hospital & Endoscopy Clinic","Dr. Rajendra Prasad Road, Tilak Nagar, Dombivali(E), Thane, Maharashtra",421201,8389148382,INDIA
6038,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","1111 W LA PALMA AVENUE",92801,9098659500,ORANGE
6044,"Akshay Hospital","M.P. Nagar,",495681,4163197055,INDIA
6045,"Aarogyam Multispeciality Hospital","1St Floor, Renuka Bldg, Appo Mangala High School, Above Bank, Maharashtra, Mumbaimumbai",400603,8101951244,INDIA
6049,"Agash Nursing Home","#234, G.S.T. Road, Chromepet",600044,9980204682,INDIA
6059,"NORTH BALDWIN INFIRMARY","1815 HAND AVENUE",36507,2519375521,BALDWIN
6063,"Apple Hospital","Plot # 266,Vivekanandanagar Colony,Kukatpally",500072,8609778915,INDIA
6067,"NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","400 EAST 10TH STREET",36207,2562355121,CALHOUN
6072,"MIZELL MEMORIAL HOSPITAL","702 N MAIN ST",36467,3344933541,COVINGTON
6076,"WHITE COUNTY MEDICAL CENTER","3214 EAST RACE AVENUE",72143,5016865000,WHITE
6081,"CHAPMAN GLOBAL MEDICAL CENTER","2601 E CHAPMAN AVE",92869,2098253700,ORANGE
6082,"HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE",35660,2563864556,COLBERT
6088,"SAN ANTONIO REGIONAL HOSPITAL","999 SAN BERNARDINO ROAD",91786,9516882211,"SAN BERNARDINO"
6121,"ARKANSAS CHILDREN'S HOSPITAL","1 CHILDREN'S WAY, SLOT 301",72202,7074458121,PULASKI
6125,"MONTEREY PARK HOSPITAL","900 S ATLANTIC BLVD",91754,3106734660,"LOS ANGELES"
6126,"FOOTHILLS HOSPITAL","4747 ARAPAHOE AVENUE",80304,3033202121,BOULDER
6133,"CORONA REGIONAL MEDICAL CENTER","800 SOUTH MAIN STREET",92882,2093343411,RIVERSIDE
6142,"Aravind Eye Hospital - Tirunelveli","# 1. S.N. High Road",627001,3119368125,INDIA
6149,"CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","2222 N NEVADA AVE",80907,7197675661,"EL PASO"
6152,"Abhishek Nursing Home (L.P.Diagnostics Pvt. Ltd.)","Jagruti Co-Op.Soci Bhatwadi,Ghatkopm- (W), Mumbai - 400084Near Maratha Mandir,Co-Op Bank",400084,4848932435,INDIA
6157,"UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET",35233,2059344011,JEFFERSON
6163,"FAIRCHILD MEDICAL CENTER","444 BRUCE STREET",96097,5302522000,SISKIYOU
6166,"FRANK R HOWARD MEMORIAL HOSPITAL","1 MARCELA DR",95490,7603792681,MENDOCINO
6173,"SHOALS HOSPITAL","201 WEST AVALON AVENUE",35661,2563861601,COLBERT
6178,"Ahalia Foundation Eye Hospital","1/1053, Elappully.",678557,9832079050,INDIA
6180,"ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE",92835,2096674200,ORANGE
6189,"OLYMPIA MEDICAL CENTER","5900 WEST OLYMPIC BOULEVARD",90036,7149533331,"LOS ANGELES"
6192,"ADVENTIST MEDICAL CENTER","115 MALL DRIVE",93230,4082595000,KINGS
6195,"LOS ROBLES HOSPITAL & MEDICAL CENTER","215 W JANSS RD",91360,2095264500,VENTURA
6201,"MONTROSE MEMORIAL HOSPITAL","800 S 3RD ST",81401,3036024930,MONTROSE
6208,"Asha Hospital","# 1, Akurli Cross Road, Kandivli East,Premaskram Manidr Lane,",400101,4197900296,INDIA
6210,"NOVATO COMMUNITY HOSPITAL","180 ROWLAND WAY",94945,3234622271,MARIN
6223,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD",90027,8316245311,"LOS ANGELES"
6230,"PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVENUE SOUTHWEST",35211,2057833800,JEFFERSON
6231,"BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST",36732,3342894000,MARENGO
6237,"STONE COUNTY MEDICAL CENTER","2106 EAST MAIN STREET",72560,5018873000,STONE
6239,"MEMORIAL HOSPITAL OF GARDENA","1145 W REDONDO BEACH BLVD",90247,5629332000,"LOS ANGELES"
6240,"Adarsh Hospital","Sn 11/12,Kondhwa Budruk,Near Katraj Khondwa Road,Near Kaveri Apartments",411048,5585140152,INDIA
6245,"Argade Hospital & Maternity Home","Pune-Nashik Highway,Ambethan Chawk,Chakan Talkhed",410501,8081857843,INDIA
6256,"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","1001 SCHNEIDER DRIVE",72104,5017766000,"HOT SPRING"
6273,"Apollo Hospitals Enterprise Ltd","Plt # 251,Sainik School Road,",751005,7713990835,INDIA
6285,"Amee Deep Hospital","Gf-12, Narsinhadham Complex, Opp Sangam Bus Stop, Harni Road.",390022,9925983089,INDIA
6290,"PETALUMA VALLEY HOSPITAL","400 N MCDOWELL BLVD",94954,5624616007,SONOMA
6292,"LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA","28062 BAXTER ROAD",92563,5103576500,RIVERSIDE
6314,"Aditi Medical Centre","Sector-4, Plot No-117, Near Ramlila Ground.",201012,1588201145,INDIA
6316,"PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY",92025,2094107200,"SAN DIEGO"
6328,"SKY RIDGE MEDICAL CENTER","10101 RIDGE GATE PARKWAY",80124,9702473537,DOUGLAS
6343,"Anjali Hospital","Desai Vago,Nadiad",387001,8073181322,INDIA
6355,"Ajit Surgical & Maternity Home","Chikkodi Road,Raibag",591317,6605061355,INDIA
6368,"BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE",85724,4804123000,PIMA
6387,"Alpha Medical Services Pvt Ltd","#13, Lalalajpat Rai Sarani Elgin Road.",700020,2720503776,INDIA
6388,"Aditi Hosptial","Gandhi Square Newpet,Anekal",562106,5050111878,INDIA
6415,"Aadya Ent Hospital","Shivam Complex, Janata Chamber, Saijpur Tower.",380045,2480093582,INDIA
6430,"PACIFICA HOSPITAL OF THE VALLEY","9449 SAN FERNANDO RD",91352,9516522811,"LOS ANGELES"
6435,"LONG BEACH MEMORIAL MEDICAL CENTER","2801 ATLANTIC AVE",90806,9256828200,"LOS ANGELES"
6440,"Adavally Damodar Reddy Memorial Hospital","3-97, Sharadanagar, Ramanthapur,Ranfa Reddy.",500013,8936372106,INDIA
6456,"MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH",35957,2565938310,MARSHALL
6466,"A.J. Hospital","Kazhakuttam, P.O., Thiruvananthapuram, Trivandrum-695582",695582,7365868585,INDIA
6469,"Anugrahaa Hospital","55/3A, Govindana Setty Palya Road Konappana Agrahara Electronic City Infosysbangalore South Taluk",560100,6360968171,INDIA
6502,"Amma Hospital","32/515,Near Sri Rama Temple",562106,5640952118,INDIA
6503,"Apollo Emergency & Clinic","Opp Sai Baba Temple, Bhagyanagar Colony,Kukkatpally Housing Board",500072,8491913200,INDIA
6505,"Ajay Hospital","Bhopal Vihar, Garh Road, (Near -Radha Govind Engineering College), Meerut, Uttar Pradesh",250004,9727014341,INDIA
6506,"DELTA COUNTY MEMORIAL HOSPITAL","1501 E 3RD STREET",81416,3036952600,DELTA
6514,"WASHINGTON REGIONAL MEDICAL CENTER","3215 N NORTH HILLS BOULEVARD",72703,4793388000,WASHINGTON
6528,"Aditya Health Research Foundation (P) Ltd","965, Jessore Road, Dumdum,Kolkata",700055,6447395005,INDIA
6536,"SUTTER DAVIS HOSPITAL","2000 SUTTER PLACE",95616,5597822222,YOLO
6545,"CASA COLINA HOSPITAL","255 E BONITA AVE",91767,7608765501,"LOS ANGELES"
6547,"SANTA BARBARA COTTAGE HOSPITAL","400 WEST PUEBLO",93102,3105176441,"SANTA BARBARA"
